CPU_Load,Memory_Usage,Disk_Usage,Network_IO,Server_Load,Power_Consumption,Temperature,Num_of_Running_Processes,Storage_Capacity,Server_Uptime,Status,Server_ID,Server_Dependency
29.18960193,24.90528344,36.76061451,52.1340703,35.82793743,42.05661742,46.70812731,37,30.52641957,52.57765088,20.69547217,Server_4908,Server_1527
35.18434978,57.18810411,42.82586861,55.32210609,49.51480583,29.87004134,42.13918554,52,60.07053224,53.03429983,28.52485916,Server_1108,Server_4921
48.13290725,65.46065721,57.49592549,33.29412398,46.46248202,40.90860202,55.68323986,41,44.97581772,25.54285699,51.80676614,Server_2667,Server_203
43.11074608,22.22697406,28.69014318,40.93940146,49.07570249,54.60901473,65.03028182,34,65.79952288,45.50539081,27.2912439,Server_848,Server_4268
59.97624297,28.14775824,44.76197327,45.33406461,32.64568711,39.43151005,54.23225,41,69.12498348,47.23305814,46.66195805,Server_1140,Server_4359
53.6090361,51.60606551,62.38505632,47.03219247,67.64672018,64.66130207,55.93796958,13,65.05471243,56.02825611,66.26656957,Server_103,Server_2525
40.37336325,38.18047734,29.9418202,55.25297918,56.34969852,52.42428618,59.59841739,52,54.60277466,49.70055806,27.6811319,Server_4154,Server_4971
58.70997856,36.52153676,47.04022645,50.8178956,43.96072554,38.01603598,41.40534802,55,55.97805577,35.02611103,48.06899633,Server_3924,Server_4003
68.30054918,60.70968431,35.28961507,76.12570494,39.73585685,32.46411687,44.25733288,36,47.99094009,46.58254213,46.76234392,Server_3631,Server_1390
37.92348919,59.31286956,55.68962324,71.38510105,44.02083203,63.38590911,43.96733404,21,46.00159169,58.1851632,51.73745139,Server_3143,Server_1352
60.20296344,59.33824602,31.41974556,48.87746602,43.90011307,42.61458528,30.92492453,63,43.77171461,40.63698875,40.47028373,Server_331,Server_1404
37.49560543,67.74769519,57.44839414,28.02560805,44.03777782,42.23332104,66.65175996,40,49.56022543,60.54232914,45.08652246,Server_4480,Server_4610
84.2689811,61.15486925,43.08423856,76.1674639,22.52411875,55.34562373,47.33919151,73,65.31161379,65.5408677,70.7762883,Server_4605,Server_1150
39.6343486,58.21200971,14.92066704,55.24516712,63.32102172,46.27230973,46.03569032,39,41.59102957,30.75536871,15.45181539,Server_4119,Server_4353
12.74790921,49.84697443,22.6370428,53.47061801,42.94994755,47.70217967,44.21529164,41,60.5818117,53.91522668,3.028108025,Server_4961,Server_1342
38.28983715,23.5479691,29.21074031,60.88805089,40.56383657,44.51644147,40.03802899,53,30.14784549,44.35024242,22.00959801,Server_1648,Server_3405
64.11191545,57.87992428,40.78631001,53.48442707,71.77862391,59.53449616,65.13216657,62,76.571461,48.23344634,55.915215,Server_3430,Server_2395
52.02368765,34.10897696,50.33848568,52.27681843,63.311009,34.25048203,16.86295991,46,65.81880899,27.26300105,44.8539761,Server_4207,Server_3566
39.54434841,47.64773078,37.60683696,78.47596982,67.76338004,53.03046149,53.95871226,55,62.08559069,42.70630764,34.98970341,Server_510,Server_495
46.54840879,57.16010914,58.02957419,53.22810296,69.54376892,39.6359102,76.31425521,43,47.22916296,46.68683233,50.87202652,Server_4261,Server_1752
58.82403866,50.15499995,43.87627592,66.98763026,29.98689156,40.4852912,49.02798562,52,34.48055252,57.47290536,48.2426611,Server_4162,Server_4269
30.05326881,48.43949326,62.09100846,43.09644487,41.37760003,53.29252934,49.90501541,47,49.09701592,37.60064362,46.0937909,Server_2040,Server_3684
61.98515225,51.52772999,47.37212207,42.21582517,43.20022114,58.35393222,9.02983838,62,43.30618069,71.66312623,57.99906809,Server_3816,Server_1021
31.35773171,46.15623481,52.32286593,61.15339062,45.46481725,50.1877763,34.83207449,65,67.32764678,34.73350534,39.02803978,Server_1790,Server_3490
65.8418043,60.10384121,53.50812911,58.14328391,48.52619896,62.08296414,35.23884206,39,63.51312515,47.03842454,67.91499282,Server_4135,Server_4501
45.01539064,34.49445,49.23622515,60.85082342,46.29662048,56.3081361,39.17918863,49,46.41026143,63.81071287,46.66834633,Server_3481,Server_4031
26.49389085,45.06569907,34.33545689,55.96504126,41.79346444,37.49661402,51.28293014,54,48.49582333,65.0335396,17.55627401,Server_3196,Server_2543
57.09735963,52.36507653,34.7736597,76.24242616,57.22467017,67.02274739,72.70496934,52,61.78207673,66.09153047,49.33014873,Server_4463,Server_2864
70.424463,44.6758629,44.71064908,57.95201675,41.3593954,50.43439758,13.13460793,48,74.3975419,70.10535402,59.12292515,Server_3844,Server_3000
63.61318413,43.82608504,38.72125253,51.30473066,71.76858191,43.64119273,23.50563202,64,49.60594902,61.30398028,47.51397676,Server_1500,Server_3199
78.92679654,62.30990389,32.61898092,43.80462998,31.76156527,28.21824623,75.50625993,59,36.58767489,76.72945524,49.29082417,Server_39,Server_1059
25.48229806,40.50282925,41.06792323,59.68886164,44.98941153,54.08519769,36.59718014,34,66.72319604,57.95143922,27.16133478,Server_1271,Server_3916
70.92053311,37.9075711,55.02540351,45.73938885,50.3294272,43.7119523,39.30495842,59,29.73627708,68.19781065,64.07143008,Server_3715,Server_2295
73.36946424,35.12848625,30.15700311,58.04293318,95.42563804,73.73276542,51.86386892,60,70.49297315,70.66177688,56.7433197,Server_154,Server_3982
46.10029518,36.69377968,62.35905774,38.26209088,28.47439197,42.3550692,40.96520909,68,29.04505863,42.59017647,52.20177544,Server_137,Server_1006
50.04374796,39.17433019,46.81068686,47.88421671,47.67278865,63.58380797,44.80139016,52,52.39800797,31.80622534,50.43228624,Server_2861,Server_4278
39.1173255,42.44758844,33.18654672,64.74860804,45.15082242,44.04029218,28.27546701,23,33.50063528,58.9816585,27.29819314,Server_3736,Server_961
41.59392898,30.13984456,40.01287985,62.74788456,70.88492004,44.70603377,41.59275779,65,66.52792243,59.37200356,33.40193791,Server_3605,Server_1906
59.69359928,43.54950802,61.88226362,50.57870852,41.7708724,51.03654772,43.82602621,39,98.436809,53.54377448,64.98663981,Server_957,Server_2510
47.9042664,33.77769606,60.43958944,47.1112335,53.96226252,38.02062886,37.2864049,61,59.50089187,42.81123397,50.7839906,Server_4250,Server_2389
69.06956761,35.81005023,67.76239549,40.45180309,65.10632654,44.6221867,58.36066793,59,45.16909058,59.59506129,72.59187329,Server_667,Server_758
57.46045344,45.95208452,50.81972403,53.17325382,47.74573504,51.8981858,37.51055155,33,41.35646701,51.87267374,55.4913843,Server_1243,Server_4652
28.56886918,47.33856645,50.13535102,51.0287788,26.42000519,48.16169116,72.16278465,45,57.77409738,56.66157016,34.46233536,Server_552,Server_456
45.90594055,44.4375418,55.68091537,27.47418823,47.49708748,51.16649466,61.25635855,45,42.54535684,35.81832056,50.13796926,Server_2697,Server_4855
41.95745755,41.87013522,41.68243444,76.02235763,39.12658034,56.49628268,37.35740927,42,71.43321953,41.26399025,40.15911169,Server_937,Server_223
66.40918493,50.24970146,28.27413096,74.4668619,52.91985517,65.57440088,59.17148946,66,46.75165259,40.99700257,49.79949303,Server_4298,Server_4221
23.05757978,51.84935124,38.62138948,78.74126647,70.71021558,59.89574841,59.34853061,42,53.72555826,42.62841207,27.32576158,Server_3129,Server_4022
33.59573452,68.67912086,54.42410411,33.27753916,42.79934573,71.43291313,44.23220551,84,52.91091369,75.32476344,49.82018116,Server_2904,Server_4506
55.90901352,66.86164577,60.45175034,49.08881969,64.77657981,62.69734877,52.02678213,45,76.55011549,78.25478287,67.13060052,Server_1081,Server_4609
54.02569446,22.87899714,42.95522304,46.84736213,56.18654412,32.07879864,5.273371786,44,55.29294769,31.97860042,38.5837304,Server_4382,Server_971
74.75377715,51.87509322,39.957313,20.98063768,51.26884647,59.17666085,56.80412169,41,52.22221697,55.41953595,60.36530581,Server_1797,Server_2185
38.74311368,53.00702085,61.05998649,55.36171932,45.37386105,53.68806284,29.13525556,54,34.79962011,36.15472032,52.09619137,Server_505,Server_386
51.70918264,55.55675162,12.29523993,41.77201202,58.18726201,54.47831299,47.5143252,38,64.71947341,25.8743228,23.41940666,Server_4134,Server_1175
57.05960338,58.28485464,43.90143172,63.83233551,7.600232394,51.82319245,49.09707479,45,57.99732563,21.69585754,51.29175082,Server_2693,Server_2742
39.21720066,34.28604753,47.36881367,74.43301744,65.52169801,54.86911875,25.235814,73,52.11020459,37.26994657,41.48480937,Server_271,Server_4207
35.90995497,48.42681238,35.30852347,52.80773551,70.8925257,42.18576821,42.71716493,37,36.77998211,64.20034956,26.34805671,Server_3034,Server_877
71.0720777,61.87112266,40.17057119,27.79441372,51.67072459,58.65162753,63.53073657,55,59.97383069,60.95113049,59.06342142,Server_526,Server_3634
57.6319495,38.15346325,62.21132534,59.46905239,42.5408202,56.74219724,43.71344953,55,74.27342889,30.17407493,65.5095862,Server_3928,Server_4315
57.69625134,29.76029409,52.45651054,60.6886218,54.11487134,64.88785572,35.51048854,32,58.69233077,46.86946802,59.99667128,Server_4913,Server_1148
40.62329196,40.64611325,50.36750732,66.18519381,47.9218441,42.89400355,41.51511276,61,55.96729061,46.89752733,41.07135039,Server_1851,Server_1307
58.27792876,41.78502635,58.45714464,58.94984093,58.44120887,58.9299402,32.00437669,79,57.90715669,47.49362538,64.08206062,Server_2774,Server_1831
35.13638142,10.87777721,51.84401809,57.2215664,64.63949423,55.6800898,49.69252628,64,44.90075708,41.16654027,39.70209698,Server_2097,Server_485
56.85958059,44.73930742,31.54318132,54.88431195,53.46325708,58.73313364,41.34410855,53,61.08261826,55.15678498,42.52002611,Server_4864,Server_3234
40.63265942,33.71104815,41.03029765,34.68989827,42.14827266,42.7985433,48.4582203,64,63.82084108,53.40470358,32.0529299,Server_2472,Server_351
33.3973342,46.9531089,30.18850448,47.14591865,71.4052494,83.20864347,37.1157021,60,81.43263402,31.47946865,33.65920829,Server_2838,Server_523
37.9857195,25.27524672,29.21624909,53.74927348,50.31249806,46.81260987,38.17851654,69,62.65697248,44.19064926,22.52919907,Server_4831,Server_1760
39.55073626,59.97372723,62.01118109,55.01460258,67.7252311,63.40722018,40.00185887,48,69.99133802,58.0229143,57.24019143,Server_3771,Server_2388
82.72858238,47.66524162,49.3166898,66.79073511,48.20077393,49.17908218,54.30242542,48,72.15701432,46.3418146,71.09954825,Server_4066,Server_4652
35.2142816,28.96824969,41.80887288,64.73908134,63.7896701,42.62041303,25.82711265,28,64.34842731,45.78680826,29.79140044,Server_3529,Server_3043
64.21253547,38.74046247,41.40090169,40.13130513,35.38560367,55.71687156,53.23020612,36,45.75734326,67.52463957,52.83167411,Server_1087,Server_869
43.95454328,56.21925141,48.69250468,55.59484549,42.02976722,49.54187117,32.54663315,25,37.48219083,64.3016181,45.04850862,Server_61,Server_487
55.31566241,45.21100287,45.92623744,44.17511317,38.77045523,54.76469055,44.04919418,40,59.23792645,44.44955782,50.82004532,Server_332,Server_166
53.40495398,36.56929654,39.31073494,67.64404482,26.272319,70.66705989,34.15552052,65,66.73529987,69.27971401,49.69202269,Server_3949,Server_4196
70.68764484,69.39277329,53.00021677,47.06222565,31.83471426,48.3705135,60.82769924,59,55.67327932,66.62593004,66.6787526,Server_2958,Server_4744
60.21931397,71.19589867,74.56133213,65.39833409,42.74180551,38.2263989,59.16422749,42,35.85823528,56.30601185,73.82736666,Server_1854,Server_1662
48.64890058,3.885772915,34.20664787,85.74354055,74.71812544,61.02401642,72.10581472,65,50.43853207,38.32542368,37.45211409,Server_2342,Server_2557
47.77765163,42.40927344,60.23545382,51.89690394,54.37013156,46.60973355,73.61177251,48,30.45825369,61.60105216,54.18243855,Server_949,Server_455
42.46193876,60.81458053,46.65355122,41.9228916,48.90527707,48.24396818,47.91733811,51,44.87818993,44.57303518,41.98684128,Server_4783,Server_4900
75.76951146,49.41742696,38.11125668,39.75786111,72.12205453,58.47684624,57.52288986,42,39.3769395,45.73973753,59.9560379,Server_4129,Server_4871
62.70132976,58.82300653,58.67890876,26.37882466,37.40690717,35.97342599,46.13668543,64,50.77498924,48.45369776,59.99517411,Server_4577,Server_2859
60.39322124,38.27867013,39.27785761,60.99829085,32.88145849,52.17192626,70.91973108,44,56.24755476,25.27245915,48.29421152,Server_4360,Server_1815
76.5728269,40.15172329,50.83909705,47.10211286,46.86669181,50.88935923,47.47740783,40,59.78502627,74.7477616,67.24647274,Server_3866,Server_4880
58.24770431,45.29755954,52.86473352,18.78606122,23.42381876,59.16250135,43.18974643,59,66.47041521,18.17008816,58.50210365,Server_1432,Server_2120
65.36213085,36.88397711,45.62152921,66.26324471,37.41558372,51.60380851,29.03134237,64,36.6156849,55.00071766,56.3510363,Server_1061,Server_1254
47.39428954,55.46740965,34.03370816,54.284014,32.68677869,54.22410411,35.61687365,53,62.82700697,52.96318635,37.51315457,Server_1298,Server_2264
44.99834551,48.14600821,47.47332365,74.0723943,57.81919786,51.99105574,61.04025095,20,52.73990153,51.36176427,45.68774871,Server_2756,Server_826
53.11388433,34.51847785,51.97218687,51.51835843,58.21332768,56.71247134,42.47166121,32,38.46416839,71.29757191,53.97311974,Server_3446,Server_1242
44.01747828,46.17927001,56.01520985,54.40859577,13.60610137,54.26999441,56.36515428,63,58.76786093,46.92674244,51.24357468,Server_3083,Server_1675
56.48379256,33.0428663,48.76355754,48.11521617,48.14926863,47.68198994,46.13136023,68,53.89421695,51.12588949,50.60379934,Server_4619,Server_1645
45.65531436,31.14518707,34.50948687,46.0191786,50.62980426,76.99384054,45.55625481,56,61.29548567,52.48151254,41.61759882,Server_218,Server_2540
52.5917739,69.48669548,30.66757714,56.99919777,31.07950801,42.42247939,33.9985718,51,53.98988919,25.27703807,35.93292451,Server_4789,Server_1482
42.62872311,44.23974588,63.83784985,72.83579611,40.83895387,69.56121033,72.13404739,47,49.94700485,89.33309688,61.83878836,Server_4578,Server_2283
56.41491545,30.97544656,58.83256828,75.12676061,37.40224276,56.04359111,52.30037063,33,39.68395868,45.97715597,61.75881744,Server_3133,Server_4075
50.29008843,45.46684587,67.45227599,51.26188192,48.8245679,66.8564763,54.25885103,33,71.15810378,60.86772285,68.21125133,Server_1438,Server_4308
39.7493531,37.48289661,17.95164225,39.56764754,45.39810243,53.53156657,29.80054612,35,56.27039345,42.13630417,17.7204662,Server_4153,Server_3202
50.46588457,25.53633369,45.69518349,69.52530277,55.54188736,51.68779447,53.74578159,74,56.64384405,70.89325016,45.71189543,Server_981,Server_4972
35.26633949,33.55086379,36.6375586,74.95667671,48.11106806,34.80026643,25.43366583,36,53.74483937,37.86452882,24.07178136,Server_2624,Server_859
42.97274108,19.89777412,35.08309525,42.23433693,30.80737772,48.77489979,38.59829833,64,33.05556271,47.33984949,29.93982899,Server_178,Server_2179
60.63975694,74.52990954,35.1855805,45.94798786,63.02377241,63.71808225,39.26841076,48,52.93657697,15.14803731,51.73555714,Server_4752,Server_4348
64.16082724,52.1375846,52.27489601,25.22566848,34.5654228,58.34229207,29.95867959,47,49.93664721,59.78802752,62.59167836,Server_1173,Server_2127
52.19586828,53.82864865,37.77014274,43.64167843,51.90864714,64.19985762,72.23796346,34,42.75174814,20.34316062,46.25475276,Server_2773,Server_2069
47.51407435,57.80697449,16.84778865,45.38710661,28.50418405,62.22026759,45.46689761,61,57.28763441,42.81522417,26.81261179,Server_1687,Server_615
43.5454766,51.16979537,48.37194319,50.07625468,35.04839854,56.47329327,24.06347986,54,47.28778281,39.89049006,46.09297527,Server_2333,Server_3300
70.07923678,55.62053002,35.20857035,61.99554843,44.47550807,62.51983371,75.43245191,53,60.43384176,45.19131534,56.58339125,Server_1229,Server_3232
38.45678317,46.66347512,43.99808186,41.45637959,63.04154596,52.25887703,46.42508246,34,61.26669166,26.55724005,37.38103913,Server_684,Server_1610
54.65135323,47.98983997,41.20348629,47.85292368,53.98858056,43.65074463,43.88441061,34,33.18320486,67.77769259,43.56828977,Server_2163,Server_587
80.99140584,65.45716957,40.30146916,47.13109861,71.3048384,69.87389165,41.76221025,44,47.08957869,43.19258826,70.49707451,Server_4383,Server_1504
46.75520396,62.76911141,37.50035997,64.66321552,41.34510047,57.09085013,25.32770473,35,67.19573351,59.86104723,41.74976121,Server_4775,Server_2313
39.09024582,35.96553173,64.2160819,51.1777912,38.29501182,42.45173902,22.81255975,44,45.71107544,57.44406294,49.47853452,Server_4326,Server_4497
71.88195964,58.09671587,39.30687977,48.31087202,51.92145316,57.61530514,38.31709415,59,44.83625395,48.27450724,59.03760305,Server_3420,Server_4918
21.28793552,51.5098149,38.90985596,58.45954758,60.96602182,36.58827694,57.64534755,46,39.82204124,51.08209032,18.00560938,Server_1042,Server_4868
52.95575112,40.63824227,41.7035508,51.13405352,36.65423799,43.97370371,45.80380485,44,32.51586437,44.88808181,42.34024047,Server_4126,Server_2205
60.04163815,18.1750094,44.22125461,35.05850278,32.89066439,46.37206792,48.38810747,86,51.6362392,60.28831539,47.20371803,Server_1502,Server_1565
21.3588661,35.9149078,45.28281368,60.38492045,49.9607623,61.94752037,39.97845699,42,51.0450773,38.56498624,29.76672947,Server_2550,Server_2210
37.38137147,37.18393914,47.47898059,64.22884039,60.9925935,73.55723574,45.93066293,34,40.19829546,71.19733606,46.15902461,Server_1414,Server_2367
47.85471375,37.09155462,22.79268685,52.44008632,25.46084962,51.49425637,45.91592914,86,50.92249164,54.13375976,26.57974058,Server_1607,Server_1727
51.06130751,56.40422477,43.7637,70.98297799,28.60782401,52.98853628,76.03016678,74,41.31895,8.473093119,47.69733871,Server_1395,Server_4956
37.54404112,47.09113288,79.64045778,55.19759445,43.04619711,71.39153396,54.70619399,46,66.44235782,58.69676362,70.76288821,Server_1265,Server_1082
45.58654501,40.97491047,51.66707429,44.06558281,38.37141422,57.55416182,45.24283394,65,68.00504473,61.1443134,49.25738587,Server_2829,Server_181
55.35821132,70.54159284,43.83143991,36.62913437,40.0100572,45.3894477,27.99087316,65,49.42949298,62.06943662,48.15677678,Server_1751,Server_1818
78.57850976,32.06652725,58.77977921,60.02471754,46.81907972,55.32351507,63.95025669,58,64.79538515,37.16963607,75.89868775,Server_3400,Server_3692
61.21950385,44.75414813,38.9664982,71.24317509,29.92815115,61.6183071,40.47731993,28,46.49008456,67.6994093,52.57465614,Server_3995,Server_3217
44.85558165,55.01696858,54.26769563,53.83618986,31.94355738,48.94897373,63.23008382,50,37.73843724,57.40961541,49.52877806,Server_304,Server_999
34.99944251,47.80191866,68.34194928,35.59380105,63.19055232,29.01777936,58.94261032,33,48.32821917,52.2402597,46.12997871,Server_643,Server_1601
58.10712729,44.09677267,30.73383729,67.64535034,58.41152342,56.68547978,57.25195493,36,57.60945424,26.23733538,42.52193724,Server_3538,Server_1688
54.63051241,51.89768803,40.90942337,66.02436857,54.86038793,88.61703828,29.80193995,60,55.72077035,80.2379562,58.86042155,Server_4545,Server_4838
45.2271528,50.58058213,19.39447454,68.22369002,20.16591782,29.46434503,43.96125694,49,46.30132963,78.90842653,16.91841478,Server_2964,Server_3157
50.81853442,48.81092827,51.92711226,45.69775553,50.43565321,32.3885798,57.01534493,66,49.88768342,47.92651185,45.63190299,Server_2542,Server_1639
56.26187807,62.44566095,45.91595708,67.4616793,59.35951921,59.67193463,38.06955635,43,61.37773795,33.65165859,55.51490071,Server_487,Server_4106
54.65155428,42.03600816,37.68467397,40.06756682,37.64329595,59.3107324,53.67066308,60,59.12894244,72.34663727,45.0706637,Server_2087,Server_1893
55.97968663,38.77420721,56.92348807,40.51065925,57.62249009,61.74687491,71.9649433,45,67.12386108,43.1979778,61.31286255,Server_3973,Server_4780
56.50975838,36.30310703,28.03358949,54.44445358,73.82563525,43.25269538,30.1521856,59,50.39547441,49.47081478,33.91127924,Server_2884,Server_107
28.01301247,58.52189417,61.82167827,56.80805567,64.78351638,57.13386871,47.81174476,57,49.56604292,16.08375133,47.2570829,Server_617,Server_1276
49.63704461,41.17268094,49.88903654,75.45560481,50.86869463,59.00865027,47.10913411,36,60.00408274,36.49057836,52.32381585,Server_52,Server_3093
39.81734409,49.2048257,54.58770049,62.32927746,67.56679561,64.6239046,47.07601495,44,56.25830152,46.67958902,51.41714164,Server_354,Server_773
